#: table_doi: 10.17182/hepdata.83737.v1/t204
#: name: Table 205
#: description: $c_2\{2\}$ for Pb-Pb collisions at $\sqrt{s_{\rm NN}} = 2.76$ TeV as a function of centrality.
#: data_file: c22_276TeV.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword observables: c22
#: keyword cmenergies: 2760.0
#: keyword phrases: Anisotropic Flow
#: RE,,,Pb Pb --> CHARGED X
#: SQRT(S)/NUCLEON [GEV],,,2760
#: ABS(ETA),,,< 0.8 (LAB)
#: PT,,,0.2 - 3.0 GEV
Centrality,Centrality LOW,Centrality HIGH,c22,stat +,stat -,sys +,sys -
15.5,15,16,0.004535631,1.091122e-05,-1.091122e-05,5.534181e-05,-5.534181e-05
16.5,16,17,0.004825943,1.15432e-05,-1.15432e-05,5.554703e-05,-5.554703e-05
17.5,17,18,0.005145485,1.211077e-05,-1.211077e-05,5.575226e-05,-5.575226e-05
18.5,18,19,0.005422388,1.291741e-05,-1.291741e-05,5.831809e-05,-5.831809e-05
19.5,19,20,0.005706591,1.338435e-05,-1.338435e-05,6.088392e-05,-6.088392e-05
20.5,20,21,0.005993938,1.3799e-05,-1.3799e-05,6.344975e-05,-6.344975e-05
21.5,21,22,0.006321914,1.456108e-05,-1.456108e-05,6.601558e-05,-6.601558e-05
22.5,22,23,0.006560416,1.514675e-05,-1.514675e-05,6.858141e-05,-6.858141e-05
23.5,23,24,0.006815534,1.575275e-05,-1.575275e-05,7.406256e-05,-7.406256e-05
24.5,24,25,0.007112351,1.634904e-05,-1.634904e-05,7.954371e-05,-7.954371e-05
25.5,25,26,0.007333469,1.681983e-05,-1.681983e-05,8.502486e-05,-8.502486e-05
26.5,26,27,0.007615664,1.764787e-05,-1.764787e-05,9.0506e-05,-9.0506e-05
27.5,27,28,0.007812506,1.805729e-05,-1.805729e-05,9.598715e-05,-9.598715e-05
28.5,28,29,0.008054572,1.860629e-05,-1.860629e-05,0.0001047492,-0.0001047492
29.5,29,30,0.008299809,1.953432e-05,-1.953432e-05,0.0001135113,-0.0001135113
30.5,30,31,0.008533744,1.989706e-05,-1.989706e-05,0.0001222734,-0.0001222734
31.5,31,32,0.008702228,2.059813e-05,-2.059813e-05,0.0001310355,-0.0001310355
32.5,32,33,0.008904451,2.138163e-05,-2.138163e-05,0.0001397975,-0.0001397975
33.5,33,34,0.009134916,2.197147e-05,-2.197147e-05,0.0001468521,-0.0001468521
34.5,34,35,0.009273357,2.234716e-05,-2.234716e-05,0.0001539067,-0.0001539067
35.5,35,36,0.009443507,2.302535e-05,-2.302535e-05,0.0001609613,-0.0001609613
36.5,36,37,0.009635553,2.403072e-05,-2.403072e-05,0.0001680159,-0.0001680159
37.5,37,38,0.009795563,2.447341e-05,-2.447341e-05,0.0001750706,-0.0001750706
38.5,38,39,0.009914916,2.524197e-05,-2.524197e-05,0.0001817551,-0.0001817551
39.5,39,40,0.01002553,2.579085e-05,-2.579085e-05,0.0001884396,-0.0001884396
40.5,40,41,0.01013749,2.677305e-05,-2.677305e-05,0.0001951241,-0.0001951241
41.5,41,42,0.01019486,2.716766e-05,-2.716766e-05,0.0002018086,-0.0002018086
42.5,42,43,0.01031197,2.812186e-05,-2.812186e-05,0.0002084932,-0.0002084932
43.5,43,44,0.01047322,2.871692e-05,-2.871692e-05,0.000214662,-0.000214662
44.5,44,45,0.01042106,2.91846e-05,-2.91846e-05,0.0002208309,-0.0002208309
45.5,45,46,0.01049529,2.9983e-05,-2.9983e-05,0.0002269997,-0.0002269997
46.5,46,47,0.01052594,3.060693e-05,-3.060693e-05,0.0002331686,-0.0002331686
47.5,47,48,0.01061127,3.173534e-05,-3.173534e-05,0.0002393374,-0.0002393374
48.5,48,49,0.01056749,3.250658e-05,-3.250658e-05,0.0002444667,-0.0002444667
49.5,49,50,0.01071479,3.316879e-05,-3.316879e-05,0.0002495959,-0.0002495959
50.5,50,51,0.01066514,3.424551e-05,-3.424551e-05,0.0002521605,-0.0002521605
51.5,51,52,0.01065888,3.486738e-05,-3.486738e-05,0.0002521605,-0.0002521605
52.5,52,53,0.01051336,3.552333e-05,-3.552333e-05,0.0002521605,-0.0002521605
53.5,53,54,0.01059589,3.696753e-05,-3.696753e-05,0.0002521605,-0.0002521605
54.5,54,55,0.01061641,3.860317e-05,-3.860317e-05,0.0002521605,-0.0002521605
55.5,55,56,0.01057408,3.933708e-05,-3.933708e-05,0.0002521605,-0.0002521605
56.5,56,57,0.01046785,4.000733e-05,-4.000733e-05,0.0002521605,-0.0002521605
57.5,57,58,0.01044283,4.134526e-05,-4.134526e-05,0.0002521605,-0.0002521605
58.5,58,59,0.01036543,4.225894e-05,-4.225894e-05,0.0002521605,-0.0002521605
59.5,59,60,0.01031259,4.43979e-05,-4.43979e-05,0.0002521605,-0.0002521605
60.5,60,61,0.0102862,4.609196e-05,-4.609196e-05,0.0002521605,-0.0002521605
61.5,61,62,0.01016518,4.798596e-05,-4.798596e-05,0.0002521605,-0.0002521605
62.5,62,63,0.01024676,5.081084e-05,-5.081084e-05,0.0002521605,-0.0002521605
63.5,63,64,0.01009252,5.438701e-05,-5.438701e-05,0.0002521605,-0.0002521605
64.5,64,65,0.01005509,5.777427e-05,-5.777427e-05,0.0002521605,-0.0002521605
65.5,65,66,0.009956987,6.256218e-05,-6.256218e-05,0.0002521605,-0.0002521605
66.5,66,67,0.00995526,6.63471e-05,-6.63471e-05,0.0002521605,-0.0002521605
67.5,67,68,0.009864084,7.197448e-05,-7.197448e-05,0.0002521605,-0.0002521605
68.5,68,69,0.00964266,7.457576e-05,-7.457576e-05,0.0002521605,-0.0002521605
69.5,69,70,0.009758527,7.904129e-05,-7.904129e-05,0.0002521605,-0.0002521605

